Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,EUR_price,Country,City,Number of views last 7 days
Flybridge,Adagio Yachts power boats,Used boat,2008.0,12.97,3.87,GRP,259000.0,Netherlands, onbekend,53
Flybridge,Cranchi power boats,Used boat,2007.0,15.52,4.33,GRP,250000.0,Turkey, Western Turkey,42
Motor Yacht,Jacabo power boats,Used boat,2005.0,14.75,4.25,Steel,249500.0,Netherlands, In verkoophaven,64
Motor Yacht,van der Heijden power boats,Used boat,2002.0,14.95,4.65,Steel,249000.0,Netherlands, In verkoophaven,110
Deck Boat,Sessa power boats,new boat from stock,2020.0,11.94,3.5,GRP,242000.0,Italy, Toscana ,138
Center console boat,Fairline power boats,Used boat,2010.0,13.12,4.04,GRP,240000.0,Italy, Campania ,136
Trawler,Smelne power boats,Used boat,2001.0,14.25,4.2,Steel,239000.0,Netherlands, In verkoophaven,39
Trawler,Linssen power boats,Used boat,1999.0,13.99,4.35,Steel,239000.0,Netherlands, In verkoophaven,62
Flybridge,Jeanneau power boats,new boat from stock,2020.0,10.45,3.37,GRP,238900.0,Germany, BÃ¶nningstedt,119
Motor Yacht,Cranchi power boats,Used boat,2017.0,11.7,3.53,GRP,235000.0,Germany, onbekend,101
Motor Yacht,Sunseeker power boats,Used boat,2007.0,14.95,4.3,GRP,232000.0,Croatia (Hrvatska), INFO DD-YACHTING,83
Motor Yacht,Pacific power boats,Used boat,2003.0,14.8,4.55,Steel,229000.0,Netherlands, In verkoophaven,54
Trawler,Zuiderzee power boats,Used boat,2000.0,14.0,4.25,Steel,229000.0,Netherlands, In verkoophaven,123
Trawler,BÃ©nÃ©teau power boats,Used boat,2007.0,13.6,4.17,GRP,220350.0,Denmark, NordsjÃ¦lland,113
Hardtop,Marex power boats,Used boat,2016.0,9.99,3.3,GRP,227500.0,Netherlands, Bestboats Roermond,212
Sport Boat,Cantieri di Sarnico power boats,Used boat,2000.0,17.15,4.54,GRP,225000.0,Italy, Liguria ,75
Motor Yacht,Pacific power boats,Used boat,2006.0,16.0,4.75,Steel,219500.0,Netherlands, In verkoophaven,74
Trawler,Vri-Jon power boats,Used boat,2009.0,13.9,4.2,Steel,219500.0,Netherlands, in onze showroom,97
Trawler,Smelne power boats,Used boat,2005.0,12.77,4.15,Steel,219000.0,Netherlands, In verkoophaven,30
Motor Yacht,Tiara power boats,Used boat,2005.0,13.66,4.56,GRP,215000.0,Italy, Liguria ,63
Motor Yacht,Fiart Mare power boats,new boat on order,2020.0,10.4,3.68,PVC,213600.0,France,,56
Hardtop,Airon Marine power boats,Used boat,2011.0,12.98,3.8,GRP,210000.0,Italy, Campania ,30
Motor Yacht,Elling power boats,Used boat,2001.0,13.2,4.25,GRP,209000.0,Netherlands, In verkoophaven,64
Cabin Boat,Greenline power boats,Used boat,2019.0,11.0,3.35,GRP,200000.0,Lithuania, Klaipeda,190
Trawler,Babro power boats,Used boat,2007.0,12.6,4.35,Steel,199900.0,Netherlands, In verkoophaven,82
Trawler,Pikmeerkruiser power boats,Used boat,2005.0,13.9,4.15,Steel,199000.0,Netherlands, Grou,132
Trawler,Valkkruiser power boats,Used boat,2004.0,13.6,4.25,Steel,198000.0,Netherlands, In verkoophaven,44
Cabin Boat,Nimbus power boats,new boat on order,2020.0,9.35,2.95,GRP,198000.0,Switzerland, Lake Constance ,206
Center console boat,Fiart Mare power boats,Used boat,2008.0,12.45,4.02,GRP,198000.0,Italy, Campania ,45
Flybridge,President power boats,Used boat,1991.0,15.85,4.2,GRP,198000.0,Netherlands, regio Breda,158
Trawler,Linssen power boats,Used boat,2002.0,12.55,4.2,Steel,195000.0,Netherlands, In verkoophaven,87
Hardtop,Cranchi power boats,Used boat,2006.0,14.99,4.33,GRP,195000.0,Italy, Campania ,54
Motor Yacht,BÃ©nÃ©teau power boats,Used boat,2008.0,15.1,4.49,GRP,195000.0,Netherlands, onbekend,98
Motor Yacht,Chung Hwa power boats,Used boat,1978.0,14.4,4.4,GRP,190000.0,Spain, Mallorca ,55
Flybridge,Sealine power boats,Used boat,1994.0,12.8,4.11,GRP,190000.0,Belgium, Nieuwpoort (BE),188
Center console boat,Premiere Yacht power boats,Used boat,2006.0,15.15,4.87,GRP,190000.0,Italy, Campania ,34
Flybridge,Dellapasqua power boats,Used boat,2007.0,13.3,4.32,GRP,189000.0,Italy, Liguria ,44
Trawler,Linssen power boats,Used boat,2003.0,11.6,3.85,Steel,189000.0,Netherlands, In verkoophaven,149
Classic,Super van Craft power boats,Used boat,1973.0,14.3,4.3,Steel,188000.0,Belgium, regio Bergen,110
Trawler,Linssen power boats,Used boat,2001.0,12.55,4.25,Steel,187500.0,Netherlands, In verkoophaven,90
Trawler,Gruno power boats,Used boat,2011.0,11.0,3.7,Steel,185000.0,Netherlands, regio Nijmegen,88
Flybridge,Hatteras power boats,Used boat,1984.0,15.24,4.81,GRP,180000.0,Italy,,52
Trawler,Smelne power boats,Used boat,2001.0,12.7,4.1,Steel,179500.0,Netherlands, In verkoophaven,35
Trawler,Tryvia power boats,Used boat,2009.0,11.2,3.8,Steel,179000.0,Netherlands, Bezichtiging op afspraak/Call us for a visit/Besic,82
Hardtop,Cranchi power boats,Used boat,2008.0,14.19,4.1,GRP,179000.0,Italy,,106
Trawler,Linssen power boats,Used boat,2003.0,11.6,3.85,Steel,178000.0,Netherlands, Roermond BestBoats,91
Deck Boat,Rapsody power boats,Used boat,2019.0,9.0,2.62,GRP,175000.0,Netherlands, In verkoophaven,91
Trawler,Vri-Jon power boats,Used boat,2000.0,13.85,4.1,Steel,174900.0,Netherlands, in onze showroom,97
Trawler,Valk power boats,Used boat,1998.0,14.5,4.25,Steel,174500.0,Netherlands, Leidschendam,101
Flybridge,Sealine power boats,Used boat,2001.0,13.41,4.16,GRP,174000.0,Netherlands, Niederlande,140
Runabout,Need Yacht power boats,Used boat,2015.0,9.99,2.97,GRP,183150.0,Switzerland, Lago Maggiore ,409
Motor Yacht,Super van Craft power boats,Used boat,1983.0,16.2,4.35,Steel,169000.0,Netherlands, Meppel,67
Motor Yacht,BÃ©nÃ©teau power boats,Used boat,2006.0,15.1,4.49,GRP,169000.0,Italy, Adria,69
Deck Boat,Invictus power boats,new boat from stock,2020.0,8.9,2.84,GRP,165490.0,France,,111
Flybridge,Rio power boats,Used boat,2016.0,10.0,3.3,GRP,165000.0,Italy, Mar Tirreno,74
Flybridge,BÃ©nÃ©teau power boats,Used boat,2010.0,11.37,3.85,GRP,165000.0,Netherlands,,190
Motor Yacht,Jeanneau power boats,Used boat,2017.0,10.57,3.21,PVC,162000.0,France,,96
Flybridge,Marine Offshore power boats,Used boat,1999.0,14.5,4.65,GRP,156000.0,Denmark, Ãstjylland,70
Working Boat,Stormer power boats,Used boat,2014.0,9.5,2.99,Aluminium,159500.0,Netherlands, Zaandam,107
Motor Yacht,Bavaria power boats,Used boat,2011.0,11.8,3.99,GRP,159000.0,Spain, Costa del Azahar ,194
Trawler,Doggersbank power boats,Used boat,1997.0,15.0,4.5,Steel,159000.0,Netherlands, Elburg,59
Pilothouse,Nimbus power boats,Used boat,2008.0,11.5,3.6,GRP,159000.0,Croatia (Hrvatska), onbekend,106
Motor Yacht,Hatteras power boats,Used boat,1988.0,13.84,4.42,GRP,159000.0,Italy, Toscana ,23
Motor Yacht,Rapsody power boats,Used boat,2007.0,9.68,2.88,GRP,157000.0,Netherlands, In verkoophaven,147
Motor Yacht,Performance power boats,Used boat,2005.0,11.9,3.0,GRP,155000.0,Netherlands, Vinkeveen (NL),80
Motor Yacht,BÃ©nÃ©teau power boats,new boat from stock,2020.0,11.08,3.4,GRP,154393.0,France, France,104
Fishing Boat,Pursuit power boats,Used boat,2013.0,8.7,2.85,GRP,152000.0,Italy, Toscana ,71
Flybridge,Jeanneau power boats,Used boat,2010.0,11.3,3.9,GRP,150000.0,Italy, Campania ,115
Motor Yacht,Sessa power boats,Used boat,2008.0,11.51,3.5,GRP,150000.0,Italy, Mar Tirreno,31
Flybridge,Sea Ray power boats,Used boat,2008.0,11.58,4.0,GRP,150000.0,Malta, St.Julians,142
Flybridge,Sea Ray power boats,Used boat,2008.0,11.58,3.96,GRP,150000.0,Malta, St.julians,156
Motor Yacht,Sessa power boats,Used boat,2008.0,11.5,3.5,GRP,150000.0,Italy,,63
Motor Yacht,Sarnico power boats,Used boat,1998.0,16.7,4.38,GRP,149500.0,Croatia (Hrvatska),,129
Trawler,ReLine power boats,Used boat,2005.0,12.6,3.8,Steel,149000.0,Netherlands, Steenwijk,45
Trawler,Linssen power boats,Used boat,2001.0,11.5,3.95,Steel,149000.0,Netherlands, In verkoophaven,93
Trawler,Flevo power boats,Used boat,2000.0,14.75,4.25,Steel,149000.0,Netherlands, Limburg,74
Motor Yacht,Princess power boats,Used boat,1995.0,13.68,4.17,GRP,142350.0,Denmark, Midtjylland,214
Sport Boat,Jeanneau power boats,Used boat,2009.0,11.5,3.89,GRP,145000.0,Italy, Sardegna ,150
Sport Boat,Cranchi power boats,new boat from stock,2020.0,7.85,2.49,PVC,141756.0,France,,91
Cabin Boat,Motomar power boats,Used boat,1980.0,13.38,4.63,GRP,139000.0,Italy, Adria,53
Trawler,Valkkruiser power boats,Used boat,1996.0,14.1,4.1,Steel,139000.0,Belgium, regio Antwerpen,86
Trawler,Suncoast power boats,Used boat,1997.0,13.5,4.35,Steel,135000.0,Netherlands, Workum.,99
Flybridge,Intermare power boats,Used boat,2009.0,10.48,3.65,GRP,135000.0,Italy, Toscana ,106
House Boat,Baltic power boats,new boat from stock,2020.0,11.98,5.0,Aluminium,134500.0,Netherlands, Nieuwbouw,43
Sport Boat,BÃ©nÃ©teau power boats,new boat from stock,2020.0,9.98,3.32,GRP,134438.0,France, France,56
Motor Yacht,Sunseeker power boats,Used boat,2001.0,11.34,3.11,GRP,130000.0,Croatia (Hrvatska), onbekend,81
Flybridge,Broom power boats,Used boat,1988.0,12.7,4.0,GRP,125450.0,Germany, Nordtyskland,157
Flybridge,Neptunus power boats,Used boat,1992.0,12.9,4.1,GRP,125450.0,Denmark, Nordtyskland,127
Trawler,Hellingskip power boats,Used boat,1999.0,11.0,3.85,Steel,129500.0,Netherlands, In verkoophaven,128
Classic,Rapsody power boats,Used boat,2005.0,9.68,2.95,GRP,129500.0,Netherlands, In verkoophaven,126
Trawler,Gruno power boats,Used boat,2000.0,11.0,3.9,Steel,129000.0,Netherlands, In verkoophaven,113
Motor Yacht,President power boats,Used boat,1990.0,15.85,4.2,GRP,129000.0,Spain, ALMERIA (ES),78
Motor Yacht,Cranchi power boats,new boat from stock,2019.0,9.15,2.98,GRP,128974.0,Netherlands, onbekend,177
Cabin Boat,Sea Ray power boats,new boat from stock,2020.0,7.89,2.54,GRP,125000.0,Germany, Bayern ,191
Pilothouse,Jeanneau power boats,new boat on order,2020.0,10.5,3.35,GRP,121380.0,Germany, BÃ¶nningstedt,79
Flybridge,Azimut power boats,Used boat,1993.0,13.44,4.35,GRP,120000.0,Italy, Toscana ,60
Runabout,Lex Boats power boats,Display Model,2019.0,7.9,2.57,GRP,120000.0,Germany, LÃ¼becker Bucht ,146
Sport Boat,Sessa power boats,Used boat,2005.0,12.9,3.85,GRP,120000.0,Italy, Campania ,66
Flybridge,Cranchi power boats,Used boat,2003.0,11.83,3.83,GRP,120000.0,Italy, Campania ,105
Center console boat,Riva power boats,Used boat,2006.0,9.25,2.8,GRP,120000.0,Italy, Friuli-Venezia Giulia,86
Trawler,Privateer power boats,Used boat,1999.0,11.6,3.8,Steel,119500.0,Netherlands, In verkoophaven,72
Center console boat,Boston Whaler power boats,Used boat,2012.0,7.4,2.75,GRP,119500.0,Netherlands, In verkoophaven,41
Trawler,Smelne power boats,Used boat,2003.0,12.05,3.85,Steel,119500.0,Netherlands, In verkoophaven,55
Trawler,Marhen power boats,Used boat,2006.0,10.85,3.6,Steel,119500.0,Netherlands, Op afspraak/on appointment/auf Termin,38
Trawler,Menorquin power boats,Used boat,2000.0,10.72,3.76,GRP,119000.0,Spain, Mallorca ,78
Trawler,Pikmeerkruiser power boats,Used boat,1995.0,12.1,3.8,Steel,119000.0,Netherlands, Grou,67
Trawler,Ijlstervlet power boats,Used boat,2006.0,10.5,3.7,Steel,119000.0,Netherlands, Zaandam,68
Motor Yacht,Cranchi power boats,Used boat,2005.0,12.99,3.45,GRP,113750.0,Denmark, Ãstjylland,108
Offshore Boat,Sunseeker power boats,Used boat,2000.0,11.85,2.34,GRP,115000.0,Switzerland, Gottlieben,476
Motor Yacht,Cranchi power boats,new boat from stock,2019.0,7.85,2.49,GRP,114708.0,Italy, onbekend,328
Motor Yacht,Cranchi power boats,new boat on order,2020.0,7.85,2.49,PVC,118500.0,France,,129
Wakeboard/Wakesurf,MasterCraft power boats,Used boat,2016.0,7.4,2.59,GRP,113000.0,Germany, Baden-WÃ¼rttemberg ,365
Sport Boat,Airon Marine power boats,Display Model,2017.0,8.34,2.5,GRP,120780.0,Switzerland, VierwaldstÃ¤ttersee ,216
Center console boat,Gagliotta power boats,Used boat,2004.0,10.3,3.5,GRP,110000.0,Italy, Toscana ,20
Motor Yacht,Pershing power boats,Used boat,1999.0,11.78,3.25,GRP,110000.0,Spain, Balearic Islands,100
Motor Yacht,Sunseeker power boats,Used boat,1998.0,13.41,4.11,GRP,110000.0,Spain, Balearic Islands,239
Motor Yacht,Succes power boats,Diesel,1997.0,13.0,4.0,Steel,110000.0,Germany, Leukemeer,137
Motor Yacht,Cranchi power boats,Used boat,2014.0,9.15,2.98,GRP,109000.0,Netherlands, In verkoophaven,166
Motor Yacht,BÃ©nÃ©teau power boats,new boat from stock,2020.0,9.0,2.95,GRP,101299.0,France, France,81
Motor Yacht,Aquanaut power boats,Used boat,1998.0,10.6,3.5,Steel,100000.0,Netherlands, In verkoophaven,104
Trawler,Linssen power boats,Diesel,1993.0,11.0,3.5,Steel,99990.0,Germany, Verkaufshafen Brandenburg-Plaue,150
Flybridge,Jacabo power boats,Used boat,1988.0,14.0,4.0,Steel,99900.0,Netherlands, Leeuwarden,116
Sport Boat,Airon Marine power boats,new boat on order,2020.0,7.6,2.5,GRP,99900.0,Germany, Bayern ,104
Motor Yacht,Sunseeker power boats,Used boat,1998.0,11.9,3.7,GRP,99500.0,Netherlands, In verkoophaven,102
Trawler,Ijlstervlet power boats,Used boat,2001.0,10.5,3.7,Steel,99500.0,Netherlands, onbekend,58
Pilothouse,AXOPAR power boats,Used boat,2017.0,8.99,2.85,GRP,99500.0,Netherlands, Bezichtiging op afspraak,154
Trawler,Valkkruiser power boats,Used boat,1995.0,12.8,3.85,Steel,99500.0,Netherlands, onbekend,100
Motor Yacht,Striker power boats,Used boat,1976.0,15.0,4.2,Aluminium,99000.0,Netherlands, Urk,109
Trawler,Valkkruiser power boats,Used boat,1992.0,13.0,3.65,Steel,99000.0,Netherlands, Elburg,127
Motor Yacht,Boston Whaler power boats,Used boat,2005.0,9.8,3.09,GRP,99000.0,Spain, Mallorca ,104
Flybridge,Neptunus power boats,Used boat,1996.0,12.9,4.2,GRP,99000.0,Netherlands, In verkoophaven,107
Trawler,Doggersbank power boats,Used boat,1985.0,12.95,3.85,Steel,98000.0,Netherlands, de Woude,107
Motor Yacht,Innovazioni e Progetti power boats,Used boat,2002.0,12.39,3.7,GRP,95000.0,Italy, Mare Adriatico,102
Motor Yacht,Chaparral power boats,Used boat,2010.0,9.45,3.05,GRP,95000.0,Croatia (Hrvatska), Croatia,139
Motor Yacht,Fiart Mare power boats,Used boat,2000.0,12.0,4.02,GRP,95000.0,Italy, Campania ,77
Motor Yacht,Jeanneau power boats,new boat from stock,2020.0,10.52,3.2,GRP,92271.0,Germany, BÃ¶nningstedt,117
Motor Yacht,Riviera power boats,Used boat,1997.0,13.6,3.35,GRP,90000.0,France, Frankrijk (France),115
Motor Yacht,Bayliner power boats,Used boat,1997.0,12.8,4.1,GRP,89500.0,Netherlands, In verkoophaven,147
Deck Boat,Makma power boats,Used boat,2005.0,9.07,3.31,GRP,89500.0,Netherlands, In verkoophaven,146
Trawler,Barkas power boats,Used boat,2002.0,11.0,3.8,Steel,89000.0,Netherlands, de Kaag,92
Motor Yacht,Tornado power boats,Used boat,2005.0,10.79,3.86,GRP,88000.0,Italy, Campania ,99
Motor Yacht,Skilso power boats,Used boat,2000.0,9.9,3.2,GRP,87500.0,Netherlands, Drimmelen,141
Motor Yacht,Edership power boats,Used boat,1984.0,13.71,4.5,GRP,86000.0,Croatia (Hrvatska),,117
Center console boat,Sessa power boats,Used boat,2009.0,8.93,2.99,GRP,85000.0,Italy, Campania ,58
Motor Yacht,Innovazioni e Progetti power boats,Used boat,2004.0,11.63,3.7,GRP,85000.0,Italy, Friuli-Venezia Giulia,74
Motor Yacht,Gobbi power boats,Used boat,2002.0,11.35,3.55,GRP,85000.0,Netherlands, In verkoophaven,121
Bowrider,XO Boats power boats,new boat from stock,2019.0,7.35,2.3,Aluminium,89001.0,Switzerland, VierwaldstÃ¤ttersee ,147
Motor Yacht,Cranchi power boats,Used boat,2007.0,9.21,3.56,GRP,82000.0,Italy, Campania ,173
Motor Yacht,Balt Yacht power boats,new boat from stock,2020.0,9.8,2.98,GRP,80900.0,Germany, Berlin ,97
Motor Yacht,Ferretti power boats,Used boat,1992.0,12.0,3.94,GRP,80000.0,Italy, Adria,50
Motor Yacht,Ferretti power boats,Used boat,1992.0,12.0,3.94,GRP,80000.0,Italy, Adria,49
Launch,Waterdream power boats,Used boat,2016.0,8.5,3.12,Aluminium,79500.0,Netherlands,,104
Sport Boat,Riva power boats,Used boat,1988.0,15.2,4.15,GRP,79000.0,Italy, Sardegna ,93
Motor Yacht,Bayliner power boats,Used boat,1996.0,12.12,3.99,GRP,79000.0,Netherlands, Leeuwarden,99
Flybridge,Dellapasqua power boats,Used boat,2002.0,11.3,3.6,GRP,79000.0,Italy, Veneto ,132
Motor Yacht,Treffer power boats,Used boat,1995.0,14.7,4.5,Steel,79000.0,Netherlands, onbekend,170
Trawler,Pedro power boats,Used boat,2002.0,9.32,3.5,Steel,78000.0,Germany, Konstanz (DE),115
Motor Yacht,Prinz power boats,Used boat,2004.0,10.88,3.35,GRP,78000.0,Italy, Toscana ,63
Sport Boat,Four Winns power boats,new boat from stock,2019.0,6.5,2.55,GRP,83229.3,Switzerland, VierwaldstÃ¤ttersee ,337
Trawler,Vacance power boats,Used boat,2017.0,9.2,3.0,Steel,77500.0,Netherlands, In verkoophaven,40
Motor Yacht,Bavaria power boats,Used boat,2007.0,9.45,2.98,GRP,76500.0,Belgium, regio Gent,244
Flybridge,Valk power boats,Used boat,1979.0,14.6,4.1,Steel,75000.0,Netherlands, In verkoophaven,82
Center console boat,Sessa power boats,Used boat,2009.0,8.93,2.99,GRP,75000.0,Italy, Campania ,111
Motor Yacht,Edership power boats,Diesel,1986.0,13.08,4.3,GRP,74990.0,Germany, Verkaufshafen Brandenburg-Plaue,104
Sport Boat,Bayliner power boats,Used boat,2004.0,9.65,3.35,GRP,74900.0,Netherlands, In verkoophaven,114
Trawler,Pedro power boats,Used boat,2001.0,10.6,3.5,Steel,74900.0,Netherlands, onbekend,98
Motor Yacht,Balt Yacht power boats,new boat from stock,2020.0,8.48,2.75,GRP,74580.0,Germany, Berlin ,188
Trawler,Super Lauwersmeer power boats,Used boat,1975.0,11.2,3.45,Steel,74500.0,Netherlands, In verkoophaven,143
Trawler,Linssen power boats,Used boat,1989.0,11.0,3.45,Steel,72500.0,Netherlands, In verkoophaven,161
Classic,Rapsody power boats,Used boat,2001.0,8.74,2.45,Wood,72500.0,Netherlands, In verkoophaven,140
Motor Yacht,Master power boats,Used boat,2017.0,7.7,3.1,GRP,70000.0,France,,96
Motor Yacht,Super van Craft power boats,Used boat,1973.0,12.65,3.65,Steel,69950.0,Netherlands, Grou,143
Trawler,Valkkruiser power boats,Used boat,1984.0,11.6,3.75,Steel,69900.0,Netherlands, In verkoophaven,149
House Boat,Suncamper power boats,Used boat,2018.0,9.5,2.98,GRP,69900.0,Germany, Schlei,162
Trawler,Koopmans power boats,Used boat,1970.0,12.5,3.7,Steel,69500.0,Netherlands, Grave (NL),96
Motor Yacht,Valkkruiser power boats,Used boat,1984.0,12.0,3.85,Steel,69500.0,Netherlands, In verkoophaven,167
Sport Boat,Yamarin power boats,new boat from stock,2020.0,8.02,2.6,GRP,69460.0,Germany, Nordrhein-Westfalen ,213
Pontoon Boat,Saver power boats,Used boat,2020.0,9.0,2.98,GRP,69000.0,Italy, Friuli Venezia Giulia ,81
Motor Yacht,Sealine power boats,Used boat,1996.0,11.3,3.7,GRP,69000.0,Netherlands, In verkoophaven,127
Center console boat,Sessa power boats,Used boat,2006.0,7.49,2.9,GRP,68000.0,Italy, Sardegna ,146
Motor Yacht,Innovazioni e Progetti power boats,Used boat,2000.0,11.24,3.54,GRP,68000.0,Italy, Campania ,238
Center console boat,Jeanneau power boats,Used boat,2015.0,8.37,2.98,PVC,67000.0,France,,57
Motor Yacht,Tristan power boats,Used boat,2000.0,9.6,3.1,GRP,64740.0,Denmark, VestsjÃ¦lland,265
Center console boat,Rhea power boats,new boat from stock,2019.0,6.9,2.5,GRP,66500.0,Netherlands, onbekend,71
Cabin Boat,Cranchi power boats,Used boat,2012.0,8.88,2.95,PVC,65000.0,France,,137
Motor Yacht,Bege power boats,Used boat,2006.0,9.5,3.25,Steel,65000.0,Netherlands, In verkoophaven,106
Flybridge,Sea Ray power boats,Diesel,1991.0,17.0,4.57,GRP,64990.0,Germany, Triest,203
Trawler,Gillissen power boats,Used boat,1970.0,11.85,3.65,Steel,64900.0,Netherlands, Binnenkort in verkoophaven,123
Pontoon Boat,Sylvan Marine power boats,new boat from stock,2020.0,8.25,2.59,GRP,69445.53,Switzerland, VierwaldstÃ¤ttersee ,190
Sport Boat,Balt Yacht power boats,new boat from stock,2020.0,8.48,2.7,GRP,64879.0,Germany, Potsdam-Deetz,259
Trawler,Broom power boats,Diesel,1997.0,9.45,3.51,GRP,64850.0,Germany, Werder / Havel,164
Sport Boat,AMT power boats,new boat from stock,2019.0,6.9,2.6,GRP,69201.0,Switzerland, VierwaldstÃ¤ttersee ,157
Sport Boat,AMT power boats,new boat from stock,2019.0,6.9,2.6,GRP,69201.0,Switzerland, VierwaldstÃ¤ttersee ,133
Sport Boat,IRON power boats,new boat on order,2020.0,7.12,2.44,GRP,64599.0,Germany, Kiel,126
Motor Yacht,Bavaria power boats,Used boat,2010.0,10.4,3.45,GRP,64000.0,Croatia (Hrvatska), onbekend,169
Motor Yacht,Shiren power boats,Used boat,2016.0,7.98,2.98,GRP,64000.0,Spain, ALMERIA (ES),45
Sport Boat,IRON power boats,new boat on order,2020.0,7.67,2.44,GRP,63499.0,Germany, Kiel,48
Sport Boat,Kelt power boats,Used boat,2009.0,8.8,3.19,Plastic,63000.0,Germany, Hamburg ,105
Trawler,Aquanaut power boats,Used boat,1996.0,10.5,3.5,Steel,62995.0,Netherlands, In verkoophaven,141
Deck Boat,Sessa power boats,Used boat,2012.0,7.56,2.64,GRP,62800.0,Spain, Mallorca ,62
Fishing Boat,Jeanneau power boats,new boat from stock,2020.0,7.45,2.54,GRP,62665.0,Switzerland, Lake Constance ,286
Trawler,Pedro power boats,Used boat,1999.0,10.6,3.5,Steel,62500.0,Netherlands, in onze showroom,109
Motor Yacht,Azimut power boats,Used boat,1982.0,11.47,3.95,GRP,60000.0,Croatia (Hrvatska), onbekend,67
Sport Boat,Cranchi power boats,Used boat,1990.0,12.11,3.8,GRP,60000.0,Italy,,87
Pilothouse,AluForce power boats,new boat from stock,2020.0,8.2,2.5,Aluminium,60000.0,Germany, auf Anfrage,120
Pilothouse,Jeanneau power boats,new boat from stock,2019.0,6.71,2.54,GRP,59963.0,Switzerland, Lake Constance ,341
Flybridge,Vrijbuiter power boats,Used boat,1994.0,11.75,3.5,Steel,59900.0,Netherlands, Nieuwe Niedorp,102
Trawler,Pedro power boats,Used boat,1991.0,10.5,3.3,Steel,59900.0,Netherlands, onbekend,75
Bowrider,Chaparral power boats,new boat from stock,2018.0,6.4,2.6,GRP,63855.0,Switzerland, Lake Constance ,133
Motor Yacht,Carver power boats,Used boat,1991.0,12.57,4.02,GRP,59500.0,Netherlands, In verkoophaven,71
Trawler,Valkkruiser power boats,Used boat,1981.0,10.85,3.6,Steel,59500.0,Netherlands, Vinkeveen,152
Trawler,Pedro power boats,Used boat,1978.0,10.5,3.4,Steel,59500.0,Netherlands, in onze showroom,58
Flybridge,Center Craft power boats,Used boat,1982.0,11.27,3.7,GRP,59000.0,Italy, Liguria ,64
Trawler,Zijlmans power boats,Used boat,1996.0,10.8,3.5,Steel,59000.0,Netherlands, In verkoophaven,78
Fishing Boat,ARS Mare power boats,Used boat,1992.0,11.71,4.2,GRP,59000.0,Italy, Toscana ,41
Motor Yacht,Succes power boats,Used boat,1991.0,10.5,3.45,Steel,59000.0,Netherlands, In verkoophaven,72
Motor Yacht,Gobbi power boats,Used boat,2002.0,9.83,3.3,GRP,59000.0,Italy, Liguria ,88
Motor Yacht,Master power boats,new boat on order,2020.0,7.7,3.1,GRP,58800.0,France,,105
Deck Boat,Sessa power boats,new boat from stock,2020.0,8.0,2.64,GRP,58700.0,Italy, Toscana ,109
Sport Boat,Nordkapp power boats,new boat from stock,2020.0,6.5,2.5,GRP,62645.22,Switzerland, VierwaldstÃ¤ttersee ,96
Motor Yacht,Valkkruiser power boats,Used boat,1988.0,10.94,3.55,Steel,58500.0,Netherlands, In verkoophaven,53
Motor Yacht,Succes power boats,Used boat,1989.0,10.5,3.4,Steel,58000.0,Netherlands, Steenbergen (NL),108
Sport Boat,XO Boats power boats,new boat from stock,2018.0,7.52,2.28,Aluminium,57500.0,Germany, Lake Constance ,186
Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat on order,2020.0,8.88,2.99,GRP,56999.0,Germany, Kieler Bucht mit Fehmarn ,75
Trawler,Valkkruiser power boats,Used boat,1982.0,12.0,3.8,Steel,56995.0,Netherlands, In verkoophaven,64
Motor Yacht,De Boarnstream power boats,Used boat,1991.0,10.5,3.6,Steel,56000.0,Germany, Hard (Voralberg),115
Sport Boat,Sea Ray power boats,new boat from stock,2020.0,5.97,2.54,GRP,55555.0,Germany, Bayern ,88
Runabout,Yamarin power boats,new boat from stock,2020.0,6.77,2.54,GRP,55290.0,Germany, auf Anfrage,109
Pilothouse,Jeanneau power boats,Used boat,2007.0,7.5,2.94,GRP,55000.0,Italy, Toscana ,117
Sport Boat,Chaparral power boats,Used boat,2010.0,8.84,2.9,GRP,55000.0,Italy, Campania ,129
Sport Boat,Boston Whaler power boats,Used boat,1990.0,9.3,3.6,GRP,55000.0,Italy, Sardegna ,41
Sport Boat,Sea Ray power boats,new boat from stock,2018.0,6.55,2.54,GRP,54950.0,Germany, Bayern ,67
Motor Yacht,Treffer power boats,Used boat,1997.0,9.5,3.1,Steel,54900.0,Netherlands, In verkoophaven,39
Sport Boat,IRON power boats,new boat on order,2020.0,7.12,2.44,GRP,54699.0,Germany, Kiel,77
Bowrider,Stingray power boats,new boat from stock,2019.0,6.0,2.39,GRP,54634.0,Germany, kon,190
Sport Boat,Yamarin power boats,new boat from stock,2020.0,7.55,2.47,Aluminium,54540.0,Germany, auf Anfrage,117
Trawler,Proficiat power boats,Used boat,1995.0,9.7,3.5,Steel,54500.0,Netherlands, In verkoophaven,101
Center console boat,ManÃ² power boats,Used boat,2008.0,9.04,3.0,GRP,54000.0,Italy, Campania ,115
Motor Yacht,BÃ©nÃ©teau power boats,new boat from stock,2020.0,8.23,2.76,GRP,53900.0,Slovak Republic, Slovakia,89
Center console boat,Jeanneau power boats,new boat from stock,2020.0,6.31,2.52,GRP,53900.0,Germany, BÃ¶nningstedt,104
